submissiondate	today	tablet_id	duration	respondent_id	respondent_id2	hhwtp	hhpay	hhstove	treatc	treatc2	a_resp	a_noresp	g_char_today	g_char_yest	g_char_dby	g_char_3days	g_char_week	g_c1_comments	g_c2_wtp	g_c2_neighbors	g_c2_others	g_c3_neighbors	g_c3_family	g_c3_friends	g_c3_other	g_stove	g_stove_other	g_stove_other_0	g_stove_other_1	g_stove_other_2	g_stove_other_3	g_stove_other_4	g_stove_other_97	g_stovetype	g_c4_save_jiko	g_c4_spend_jiko	g_c4_spend_jikokoa	g_jikokoa	g_c5_2_usage	g_c5_noshow	g_c5_gone	g_c5_returned	g_c5_other	g_c5_buynew	g_c5_1_sold_why	g_c5_1_sold_amt	g_c5_1_sold_money	g_c5_2_buynew	g_c5_buywhen	g_c5_buyno	g_c5_buyno_1	g_c5_buyno_2	g_c5_buyno_3	g_c5_buyno_4	g_c5_buyno_5	g_c5_buyno_6	g_c5_buyno_7	g_c5_buyno_97	g_c5_buymore	g_c4_save_jiko2	g_c4_spend_jiko2	g_c4_spend_jikokoa2	g_c5_5_savespend	g_c5_5_savespend_1	g_c5_5_savespend_2	g_c5_5_savespend_3	g_c5_5_savespend_4	g_c5_5_savespend_5	g_c5_5_savespend_6	g_c5_5_savespend_7	g_c5_5_savespend_8	g_c5_5_savespend_9	g_c5_5_savespend_10	g_c5_5_savespend_11	g_c5_5_savespend_12	g_c5_5_savespend_13	g_c5_5_savespend_99	g_c5_5_savespend_97	g_c5_5_savespend_detail	g_c5_5_save	g_c5_sellconsider	g_c5_2_sellamt	g_c5_2_sellwho	g_c5_jiko	g_c5_3_work	g_c5_3_usage	g_c5_3_jikokoa	g_c5_3_jikokoa_1	g_c5_3_jikokoa_2	g_c5_3_jikokoa_3	g_c5_3_jikokoa_4	g_c5_3_jikokoa_5	g_c5_3_jikokoa_6	g_c5_3_jikokoa_7	g_c5_3_jikokoa_8	g_c5_3_jikokoa_96	g_c5_3_jikoko_other	g_c5_3_oldjiko	g_c5_3_oldjiko_amt	g_c5_4_payjikokoa	g_c5_4_money	g_c5_4_theft	g_c5_4_migration	g_c5_4_benefits	g_c5_4_benefits_1	g_c5_4_benefits_3	g_c5_4_benefits_4	g_c5_4_benefits_5	g_c5_4_benefits_6	g_c5_4_benefits_7	g_c5_4_benefits_97	g_c5_4_benefits_99	g_c5_4_costs	g_c5_4_recom	g_c5_4_payhow	g_c5_4_payhow_11	g_c5_4_payhow_12	g_c5_4_payhow_13	g_c5_4_payhow_21	g_c5_4_payhow_22	g_c5_4_payhow_23	g_c5_4_payhow_31	g_c5_4_payhow_32	g_c5_4_payhow_33	g_c5_4_payhow_34	g_c5_4_payhow_35	g_c5_4_payhow_97	g_c5_4_payhow_more	g_c5_6_taste	g_c5_6_value	g_c5_6_broken	g_c5_6_proud	d1_use_morn	d1_use_aft	d1_use_eve	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa0	f_health_jikokoa1	f_health_work	f1_comment	d2_anychildren	d2_cough_resp	d2_breath_resp	d2_hours_resp	d2_cough_child	d2_breath_child	d2_hours_child	d3_stop	d3_start	d3_amount	d3_taste	d3_process	d3_surprise	d3_like	d3_dislike	d3_duration	d3_heating_yn	d3_heating_mins	d3_dur_longer	d3_dur_shorter	d_ivself1	d_ivself2	d_ivself3	d_ivself4	d_ivself5	d_ivself6	d_ivself7	d_ivself8	d_ivself9	d_ivself10	d_ivself11	d_ivself12	d_ivself13	d_ivself14	d_ivself15	d_ivself16	d_ivself17	d_ivself18	d_ivself19	d_ivself20	d_ivself21	d_ivself22	d_ivothers1	d_ivothers2	d_ivothers3	d_ivothers4	d_ivothers5	d_ivothers6	d_ivothers7	d_ivothers8	d_ivothers9	d_ivothers10	d_ivothers11	d_ivothers12	d_ivothers13	d_ivothers14	d_ivothers15	d_ivothers16	d_ivothers17	d_ivothers18	d_ivothers19	d_ivothers20	d_ivothers21	d_ivothers22	g1a	g1b	g1b_1	g1b_2	g1b_3	g1b_96	g1c	g2a	g2b	g2b2	g2c	g1g1	tasksv2	tasksv3	bucket_kg	bucket_lbs	bucket_full	bucket_empty	bdmweekly	bdmmonthly	received_sms	nosms_select	nosms_select_1	nosms_select_2	nosms_select_3	nosms_select_4	nosms_select_5	nosms_select_6	nosms_select_97	nosms_select_99	nosms_newnum	nosms_why	sms_responded	sms_noairtime	purpose_1	purpose_yn	instanceid	formdef_version	key
"Jul 1, 2019 3:56:22 PM"	"Jul 1, 2019"	"3.56213E+14"	1392	"8d21115"	"8d21115"	1472	1139	1	2	2	1		0	50	50	100	250	""	500	0	0													""				1	1	""			""		""		""	0		"1 3"	1	0	1	0	0	0	0	0	""	1500	3000	1500	"12"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"None"		0		""	1	0		""										""				"School fees"	3	4	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														3	1	3	1	120	0	240	2	2	2		1	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"Yes"	"Uses less charcoal"	"No"	2	1	0			0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	200	1600	3000		0	8	21.75	2	3	0	0	63	251	1	""										""			"Saving money when using less charcoal"	1	"uuid:e3687fef-c7de-4d3f-87d3-a46570858a38"	1906280625	"uuid:e3687fef-c7de-4d3f-87d3-a46570858a38"
"Jul 1, 2019 3:56:22 PM"	"Jul 1, 2019"	"3.56213E+14"	1642	"1ff2a82"	"1ff2a82"	1407	29	1	2	0	1		0	50	100	150	300	""	1000	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1400	3000	1000	"1 12"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"None"		0		""	0			""										""	1			"Bought milk"	3	4	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														3	1	3	1	0	0	120	2	2	2		1	500	""	1	0	0	0	0	0	0	"No"	"No"	3	"Yes"	"No"	"Yes"	"No smoke"	"No"	3	1	60		10	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	0	9000	9000	0	0	8	18	1	.8	0	0	0	0	0	"97"	0	0	0	0	0	0	1	0	0	"She has been responding"	1	0	"Education on using energy saving jiko"	1	"uuid:8ccb323d-e60e-4bba-a0de-657cf105d7c2"	1906280625	"uuid:8ccb323d-e60e-4bba-a0de-657cf105d7c2"
"Jul 1, 2019 3:56:23 PM"	"Jul 1, 2019"	"3.56213E+14"	1159	"8z10121"	"8z10121"	2500	1125	1	0	0	1		0	50	50	100	200	""	1000	0	0													""				1	1	""			""		""		""	1	6	""									""	1600	3000	1500	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Boosting business"		0		""	0			""										""	2			"Business"	2	4	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														3	1	4	1	0	0	90	3	3	3		1	200	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"Yes"	"Less charcoal"	"No"	3	1	0		10	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	0	800	4500	0	7000	15	15	-88	-88	99	99			0	"99"	0	0	0	0	0	0	0	1	0	"She has been responding"	1	1	"To give  jikokos to slum people"	1	"uuid:5eaf422a-883c-4369-955d-83c8da329518"	1906280625	"uuid:5eaf422a-883c-4369-955d-83c8da329518"
"Jul 1, 2019 3:56:23 PM"	"Jul 1, 2019"	"3.56213E+14"	1303	"a5a50af"	"a5a50af"	3000	1106	1	1	1	1		0	70	0	70	210	""	3000	0	0													""				1	4	""			""		""		""	1	6	""									""	630	1000	500	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"She has not used her jikokoa yet"		0		""	1	1	1	"96"	0	0	0	0	0	0	0	0	1	"Coz she wants to go use jikokoa at home"				"Business"	3	1	"1 5"	1	0	0	1	0	0	0	0	"None"	1	""														3	1	3	1	0	0	120	2	1	2		1	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"No"	"No"	"Yes"	"Less charcoal"	"No"	2	1	60			0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	12	800	1600	0	0	11	12	4	8	0	0	94	376	1	""										""			"Helping women from the slums get jikokoa"	1	"uuid:2e6c6895-b5d4-4c23-afa9-f35ec871ac3b"	1906280625	"uuid:2e6c6895-b5d4-4c23-afa9-f35ec871ac3b"
"Jul 1, 2019 4:03:09 PM"	"Jul 1, 2019"	"60:a4:4c:96:97:4f"	3606	"z956c8f"	"z956c8f"	2010	1135	1	0	0	1		0	70	70	210	490	"She is currently using jikokoa to cook."	2000	0	0													""				1	1	""			""		""		""	1	6	""									"She has seen the benefits of jikokoa in the usage of charchoal"	1960	3920	1960	"97"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"She restock her shop of general shop commodities like rice, sugar etc"		0		""	1	1	0	""										""				"Ningeitumia kununua makaa na pia kwa kazi yangu ya duka"	1	2	"1 5 7"	1	0	0	1	0	1	0	0	"Hakuna ubaya wake kwa sasa."	2	""														3	1	3	2	0	45	180	3	2	2		1	0	"She does her work everyday around her house so she never fails to attend her shop."	1	0	0	0	0	0	0	"No"	"No"	3	"Apana"	"No"	"Jiko linatumia makaa kidogo sana"	"Iko na starehe wakati mtu  anapika kwa sababu mtu  anapikia to ndani ya nyumba"	"Apana"	3	1	0		15	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	0	3000	6000		5000	14	16.5	2	4	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"She says she does reply but every time she reply she get a message telling her that she has not replied"	1	0	"Utafiti kuhusu utumiaji wa makaa na faida za kutumia jikokoa"	1	"uuid:a19b05ab-efba-4a91-bc9f-dc7eb2ded852"	1906280625	"uuid:a19b05ab-efba-4a91-bc9f-dc7eb2ded852"
"Jul 1, 2019 4:03:10 PM"	"Jul 1, 2019"	"60:a4:4c:96:97:4f"	2272	"z6c71f5"	"z6c71f5"	235	2603	0	0	0	1		0	70	70	210	350	"She is still using the traditional jiko"	1000	0	0					0	0	1	0	0	0	0	0	""	700	1400	700			""			""		""		""	1	6	""									"She can save little by little to buy the jikokoa because she knows it save charchoal"				""																""				""				""										""				""			""									""		""																		0	0	90	2	2	2	1		0	"She is not working  she is a housewife"	1	0	0	0	1	1	0	""	""		""	""	""	""	""		1	0			20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	0				-999	3	33	1.5	3	0	0			1	""										""			"Utafiti kuhusu jikokoa na utumiaji wa makaa na being ya makaa"	1	"uuid:41c78006-03fd-41f6-820c-99ad902b97c8"	1906280625	"uuid:41c78006-03fd-41f6-820c-99ad902b97c8"
"Jul 1, 2019 4:03:11 PM"	"Jul 1, 2019"	"60:a4:4c:96:97:4f"	1798	"a14811a"	"a14811a"	2505	1097	1	1	1	1		0	35	35	105	245	"She is now using jikokoa and that's why she is using less charchoal"	2505	0	0													""				1	1	""			""		""		""	1	6	""									"Jikokoa ni mzuri inaokoa makaa sana"	1960	3920	980	"1 12"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Paying school fees and buying food"		0		""	1	1	0	""										""				"Kuweka akiba ama  kununua chakula"	1	2	"1 4 5 7 99"	1	0	1	1	0	1	0	1	"Sijaona ubaya wake kwa sasa"	1	""														5	1	3	2	0	60	180	3	2	2		1	0	"She is a permanent health personnel so her pay is constant"	1	0	1	0	1	1	2	"No"	"No"	3	"Ndio chakula yake  ni  tamu zaidi"	"No"	"Chakula inaiva haraka sana"	"Vile jiko linaokoa makaa sana"	"Apana"	3	1	0		20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	1	100			1000	3500	10	22.5	1	2	0	0	93	373	1	""										""			"Utafiti kuhusu jikokoa na utumiaji wa  makaa na bei yake"	1	"uuid:2789cc23-68e8-445e-9624-cdc5bf9f5ae8"	1906280625	"uuid:2789cc23-68e8-445e-9624-cdc5bf9f5ae8"
"Jul 1, 2019 4:03:12 PM"	"Jul 1, 2019"	"60:a4:4c:96:97:4f"	2013	"4ba90b5"	"4ba90b5"	3999	1172	1	2	1	1		0	70	70	210	350	""	3999	0	0													""				1	1	""			""		""		""	1	6	""									"It has more benefits"	1400	2800	1400	"1 12"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"She paid playground school fees for her son"		0		""	0			""										""	1			"Kulipa Karo ya shule"	1	2	"1 5 7"	1	0	0	1	0	1	0	0	"Hakuna ubaya wake"	1	""														3	1	3	2	0	0	180	3	3	2		1	0	"She is a housewife and currently studying"	1	0	0	0	0	0	0	"No"	"No"	3	"Apana"	"Apana"	"Jiko linatumia makaa kiasi sana"	"Linapika haraka sana"	"Apana"	3	1	0		15	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	10	900	150	100	-999	11	12	2	4	0	0	100	398	1	""										""			"Utafiti kuhusu jikokoa na vile tunatumia makaa na bei  yake"	1	"uuid:c4e2abf4-f9a6-4f74-92f3-23daf325ad3b"	1906280625	"uuid:c4e2abf4-f9a6-4f74-92f3-23daf325ad3b"
"Jul 1, 2019 4:13:22 PM"	"Jul 1, 2019"	"3.56213E+14"	2213	"9f59fc8"	"9f59fc8"	3135	440	1	1	1	1		0	35	35	140	210	""	3000	0	0													""				1	2	""			""		""		""	1	6	""									"Around 6 months"	600	1400	840	"99"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"The amount save from the charcoal spending she save in her chama"	600	0		""	0			""										""	1			"Would have bought food"	4	1	"1 4"	1	0	1	0	0	0	0	0	"None"	1	""														4	1	4	1	0	0	90	5	5	5		1	0	"The money earned is the same, the only difference isb only that I use less money on buying charcoal"	1	0	0	0	0	0	0	"No"	"No"	3	"Taste better"	"No"	"It consumes less charcoal"	"It cooks well, it doesn't burn the surface on which it is placed unlike the traditional jiko."	"No"	2	0				0	0	2	10	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	0	2000	10000	20000	5000	21	5	1	2	0	0	37	150	1	""										""			"Its about jikokoa, how it works in comparison to tradition jiko"	1	"uuid:20314c0d-ab4c-431b-b002-925fbe75dc1b"	1906280625	"uuid:20314c0d-ab4c-431b-b002-925fbe75dc1b"
"Jul 1, 2019 4:13:27 PM"	"Jul 1, 2019"	"3.56213E+14"	1208	"64dza3f"	"64dza3f"	172	2582	0	0	0	1		0	50	50	150	350	""	500	0	0					0	0	1	0	0	0	0	0	""	500	1500	800			""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		0	0	60	3	3	4	1		0	"Earns the same"	0	0	0	0				""	""		""	""	""	""	""		1	15			0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	0	250	3000	-99	6000	3	18	1	2	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"She said she always reply except just one day she was unwell"	0		"Promote jikokoa"	1	"uuid:3392f252-a113-418d-ba7d-3d7422cb82da"	1906280625	"uuid:3392f252-a113-418d-ba7d-3d7422cb82da"
"Jul 1, 2019 4:13:29 PM"	"Jul 1, 2019"	"3.56213E+14"	2202	"2z7d3f0"	"2z7d3f0"	3125	1029	1	1	1	1		0	50	50	150	350	""	3000	0	0													""				1	1	""			""		""		""	1	6	""									"11 months"	2900	4200	1500	"99"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"She used to spend 140 per day but now she spends 50 per day and save the money saved from charcoal in merry go round"	2900	0		""	0			""										""	99			"Paid school fees"	4	1	"1 99"	1	0	0	0	0	0	0	1	"None"	1	""														4	1	4	1	0	0	180	4	4	2		1	40	"She uses the jiko to bake caies"	1	0	0	0	0	0	0	"No"	"Githeri"	3	"Taste better"	"Same"	"Lights like a gas"	"It cooks very fast"	"None"	3	0			30	0	0	0	0	0	0	0	0	4	10	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	2	2	1	"1 3"	1	0	1	0	0	1200	12000	30000		1000	5	12	1	2	0	0	70	282	1	""										""			"Research about jikokoa"	1	"uuid:170e85b9-41a1-4804-b9da-de0ab80a2bf1"	1906280625	"uuid:170e85b9-41a1-4804-b9da-de0ab80a2bf1"
"Jul 1, 2019 4:13:33 PM"	"Jul 1, 2019"	"3.56213E+14"	2271	"zd6c3bd"	"zd6c3bd"	3765	1184	1	1	1	1		0	25	25	75	175	""	3000	0	0													""				1	1	""			""		""		""	1	5	""									"Around two months"	1500	3000	1200	"1 99"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"She saves on mpesa"	1500	0		""	1	0		""										""				"Would have saved on mpesa"	4	2	"1"	1	0	0	0	0	0	0	0	"None"	1	""														4	1	4	1	60	0	120	5	5	5		1	100	""	1	0	0	0	0	0	0	"No"	"No"	3	"Taste better"	"No"	"It cooks very fast just as much as lpg"	"Lights and cooks very fast, food taste good"	"None"	3	0			30	0	0	7	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	3000	100	1800		-999	7	19	1	2	0	0	84	335	1	""										""			"Its research about jikokoa"	1	"uuid:0ca3ea8c-6209-4391-8e6a-962a6d1000fb"	1906280625	"uuid:0ca3ea8c-6209-4391-8e6a-962a6d1000fb"
"Jul 1, 2019 4:36:10 PM"	"Jul 1, 2019"	"8.68912E+14"	1093	"2ac12f9"	"2ac12f9"	1593	1116	1	0	0	1		0	100	0	100	300	""	2000	0	0													""				1	1	""			""		""		""	1	4	""									""	1600	2800	1200	"1 2"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Buying small househols items"		0		""	1	1	2	"96"	0	0	0	0	0	0	0	0	1	"Use it at my salon yo give me warmth"				"Save"	4	2	"1 7"	1	0	0	0	0	1	0	0	"None"	1	""														4	1	4	1	0	0	30	4	5	5		3	0	""	1	0	0	0	0	0	0	"No"	"No"	3	"Tastes better because does not smell smoke"	"No"	"It cooks faster"	"Its faster"	"None"	3	1	30		30	0	0	0	0	0	0	0	3	5	5	7	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	1	3000	2500	25000	10000	1500	10	19.25	1	2	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"She has been sending"	1	0	"O know more on charcoal use"	1	"uuid:4421846f-a0e2-43fc-b457-f8216f9ebbb1"	1906280625	"uuid:4421846f-a0e2-43fc-b457-f8216f9ebbb1"
"Jul 1, 2019 4:36:11 PM"	"Jul 1, 2019"	"8.68912E+14"	1417	"5c57f1c"	"5c57f1c"	2813	2555	1	2	2	1		0	100	100	300	700	""	3000	0	0													""				1	1	""			""		""		""	1	5	""									""	2800	5600	2800	"1 4 7"	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	"Buying small household items like soap and food"		0		""	1	0		""										""				"Save"	3	2	"1 7"	1	0	0	0	0	1	0	0	"None"	1	""														4	1	4	1	30	30	60	4	4	4		1	0	""	1	0	0	0	0	0	0	"No"	"Githeri"	2	"No"	"No"	"Its easy to control"	"Saves charcoal"	"No"	3	1	60		30	0	0	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	10000	500	10000		5000	23	3	1	2	0	0	175	699	0	"4 97"	0	0	0	1	0	0	1	0	0	"He is normally very busy"	0		"Comparison btwn jikokoa and the old jiko"	1	"uuid:c11df961-0135-4031-a15e-b9488f393b28"	1906280625	"uuid:c11df961-0135-4031-a15e-b9488f393b28"
"Jul 1, 2019 4:36:11 PM"	"Jul 1, 2019"	"8.68912E+14"	1508	"468d85f"	"468d85f"	2500	1041	1	0	0	1		0	50	80	210	290	""	1000	0	0													""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	1160	2320	1160	"2 12"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	"Paying school fees and buying food"		0		""	0			""										""	1			"Save"	2	2	"1 5 7"	1	0	0	1	0	1	0	0	"Nothing"	2	""														3	1	4	1	0	0	120	3	3	3		3	0	""	0	0	0	0				"No"	"No"	3	"No"	"No"	"Cooks faster"	"The fact that it has a regulator"	"No"	3	1	120		60	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	3500				2000	22	3.5	1	2	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"He has been responding"	1	0	"To sell jikokoa"	1	"uuid:01720c9e-cc39-4152-a3bc-44e9b91fc918"	1906280625	"uuid:01720c9e-cc39-4152-a3bc-44e9b91fc918"
"Jul 1, 2019 4:36:12 PM"	"Jul 1, 2019"	"8.68912E+14"	1080	"02468c2"	"02468c2"	2315	2673	0	2	2	1		0	0	0	0	0	"She has been away. Came back yesterday"	1000	1	0	1				0	0	1	0	0	0	0	0	""	600	1200	600			""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		20	60	60	5	4	4	1		0	""	1	0	0	0	0	0	0	""	""		""	""	""	""	""		1	60			0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	520				-999	15	9	.5	1	0	1			0	"97"	0	0	0	0	0	0	1	0	0	"Has been forgeting"	0		"To encourage people to use jikokoa"	1	"uuid:60369d60-3ae0-4a7d-88a3-c88e341c9b0c"	1906280625	"uuid:60369d60-3ae0-4a7d-88a3-c88e341c9b0c"
"Jul 1, 2019 4:36:13 PM"	"Jul 1, 2019"	"8.68912E+14"	2057	"bb56367"	"bb56367"	2560	1118	1	1	1	1		100	150	150	450	1050	""	2500	0	0													""				1	1	""			""		""		""	1	6	""									""	4500	9000	4500	"1 10"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Buying food items, electricity bill"		0		""	0			""										""	2			"Buy food"	3	2	"1 7"	1	0	0	0	0	1	0	0	"None"	1	""														3	1	4	1	45	60	60	5	5	5		2	0	""	1	0	0	0	0	0	0	"No"	"Yes, githeri"	2	"No"	"No"	"Cooks faster"	"Takes shorter time"	"None"	3	1	120		30	0	0	0	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"3"	0	0	1	0	0	5	3000	15000		-999	17	9	1	2	0	0	95	380	0	"97"	0	0	0	0	0	0	1	0	0	"Faulty phone"	0		"Promoting the use of jikokoa in relation to health"	1	"uuid:ae9d1c58-e1d5-446c-9fc3-341e15863bd1"	1906280625	"uuid:ae9d1c58-e1d5-446c-9fc3-341e15863bd1"
"Jul 1, 2019 4:36:14 PM"	"Jul 1, 2019"	"8.68912E+14"	1284	"d653a85"	"d653a85"	1880	2590	0	1	1	1		0	100	100	300	700	""	1500	0	0					0	0	1	0	0	0	0	0	""	1400	2800	1400			""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""				""																""				""				""										""				""			""									""		""																		60	60	60	4	3	3	3		0	""	0	0	0	0				""	""		""	""	""	""	""		1	30			0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	6				1000	3	18	1	2	0	0			0	"97"	0	0	0	0	0	0	1	0	0	"Faulty phone"	0		"To compare old jiko and jikokoa"	1	"uuid:6916b469-3bc8-4eb1-afa7-d6e1f16b2942"	1906280625	"uuid:6916b469-3bc8-4eb1-afa7-d6e1f16b2942"
"Jul 1, 2019 4:36:30 PM"	"Jul 1, 2019"	"3.544E+14"	1891	"39dc033"	"39dc033"	3535	2313	1	1	1	1		70	70	70	210	280	""	2000	1	1	1	0	1	0									""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	350	980	500	"1 12"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Save the rest"		0		""	0			""										""	99			"She would have paid school fees"	3	2	"1 3 4 5 7"	1	1	1	1	0	1	0	0	"None"	1	""														5	1	4	1	15	60	60	4	4	3		1	35	""	1	0	0	0	0	0	0	"No"	"Yes"	3	"Yes"	"Yes"	"It uses less charcoal"	"It cooks fast"	"None"	3	1	10		15	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"1"	1	0	0	0	0	1500	800	2050		-999	12	11.25	6	13	0	0	197	786	0	"97"	0	0	0	0	0	0	1	0	0	"Her phone was faulty"	1	0	"To save on charcoal purchase."	0	"uuid:b8b92efb-449a-4f80-822e-33fe85e6faa2"	1906280625	"uuid:b8b92efb-449a-4f80-822e-33fe85e6faa2"
"Jul 1, 2019 4:36:32 PM"	"Jul 1, 2019"	"3.544E+14"	1358	"c5af412"	"c5af412"	1472	1070	1	2	0	1		0	140	140	280	420	""	1100	1	0	1												""				1	1	""			""		""		""	0		"1"	1	0	0	0	0	0	0	0	""	800	960	1200	"1 12"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Save in chama"		0		""	1	0		""										""				"Start a business"	3	2	"1 3 4 5 7"	1	1	1	1	0	1	0	0	"None"	1	""														5	1	4	1	30	60	60	4	4	3		1	50	""	1	0	0	0	0	0	0	"No"	"Yes"	2	"Yes"	"Yes"	"It uses less charcoal"	"It cooks fast with less charcoal"	"None"	3	0			30	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"96"	0	0	0	1	0	137				-999	5	21	3	5	0	0	0	0	1	""										""			"To reduced charcoal cost and usage"	1	"uuid:921074e3-7b98-46ab-92b6-7eb67320cebb"	1906280625	"uuid:921074e3-7b98-46ab-92b6-7eb67320cebb"
