submissiondate	today	tabletid	duration	generated_note_name_8	a_area	respondent_id	a_village	generated_note_name_14	generated_note_name_16	a_agree	durationintro	generated_note_name_20	generated_note_name_22	a_consent	a_comment	durationconsent	b_educ	b_male	b_residents	b_children	d_maincooking	d_mainlighting	cz1	generated_note_name_55	d_anycharcoal	d_anykerosene	d_anyfirewood	d_anylpg	d_anycandles	d_anysolar	d_anyelec	d_anyphone	d_anyfree	cz2	generated_note_name_68	generated_note_name_69	d_charcoalbuy	d_charcoaluse	d_charcoalfree	d_kerosenebuy	d_kerosenefree	d_firewoodbuy	d_firewoodfree	d_lpgbuy	d_lpgfree	d_candlesbuy	d_candlesfree	d_solarbuy	d_elecbuy	d_phonebuy	generated_note_name_87	generated_note_name_88	generated_note_name_89	generated_note_name_90	generated_note_name_91	generated_note_name_92	generated_note_name_93	generated_note_name_94	c_charcoalfreq	c_charcoalseller	c_charcoalseller_other	c_charcoalbought	generated_note_name_101	c_charcoalkes	c_charcoalunits	c_charcoalow	c_charcoalhigh	c_buymore	c_buymoreother	c_cookstoveprice	generated_note_name_111	c_cookstoveyear	c_cookstovemonth	c_newcookstovewhen	c_newcookstovebuy	c_comment	generated_note_name_118	generated_note_name_121	b_rent	b_occupationself	b_incomeself	b_occupationothers	b_incomeothers	generated_note_name_129	generated_note_name_130	b_bigpurchase	generated_note_name_134	g1a	g1a2	g1b	g1c	generated_note_name_141	g1d	g1e	g1f	g1g1	generated_note_name_146	g1g	g1h	g1i	generated_note_name_153	g2d	g2g	g2h	g2i	generated_note_name_158	g2a	g2b	g2b2	g2c	g2e	g2f	generated_note_name_171	generated_note_name_173	d_attributes_easy	d_attributes_taste	d_attributes_smoke	d_attributes_cheap	d_attributes_save	d_attributes_looks	durationsurvey	generated_note_name_185	generated_note_name_186	generated_note_name_188	math1	math2	math3	math4	math5	math6	math7	math8	comment_math	durationmath	generated_note_name_207	generated_note_name_208	generated_note_name_210	generated_note_name_211	d_awareness	d_bestthings	d_otherthings	d_taste	d_tastetext	d_jikokoalast	generated_note_name_220	generated_note_name_221	d2_cough_resp	d2_breath_resp	d2_hours_resp	generated_note_name_225	d2_cough_child	d2_breath_child	d2_hours_child	f_health_trad_adult	f_health_trad_child	f_health_longterm	f_health_jikokoa	f_health_work	generated_note_name_238	generated_note_name_240	d_beanmax	d_beanmin	generated_note_name_243	generated_note_name_244	generated_note_name_246	d_beans1a	d_beans2a	d_beans3a	d_beans4a	d_beans5a	d_beans6a	d_beans7a	d_beans8a	d_beans9a	d_beans10a	d_beans11a	d_beans12a	d_beans13a	d_beans14a	d_beans15a	d_beans16a	d_beans17a	d_beans18a	d_beans19a	d_beans20a	d_beans1	d_beans2	d_beans3	d_beans4	d_beans5	d_beans6	d_beans7	d_beans8	d_beans9	d_beans10	d_beans11	d_beans12	d_beans13	d_beans14	d_beans15	d_beans16	d_beans17	d_beans18	d_beans19	d_beans20	d_beanstotal	generated_note_name_290	beans_no20	generated_note_name_292	durationbeliefs	generated_note_name_298	generated_note_name_299	generated_note_name_300	generated_note_name_301	generated_note_name_303	prac_decisions1	generated_note_name_305	prac_decisions2	prac_decisions3	generated_note_name_308	generated_note_name_310	generated_note_name_311	generated_note_name_312	generated_note_name_313	generated_note_name_315	decisions1	decisions2	decisions3	decisions4	decisions5	durationeffort	generated_note_name_328	generated_note_name_329	generated_note_name_330	generated_note_name_331	g_invest	generated_note_name_334	g_outcome	fixed	win	totallose	totalwin	generated_note_name_340	generated_note_name_341	comment_risk	durationrisk	generated_note_name_347	generated_note_name_348	generated_note_name_349	generated_note_name_350	generated_note_name_355	generated_note_name_356	generated_note_name_357	numbersame	generated_note_name_364	generated_note_name_365	durationtotal	instanceid	formdef_version	key
"May 9, 2019 4:07:24 PM"	"May 9, 2019"	"8.68912E+14"	1896		"Mathare"	"3ed6702"	"MlangoKubwa V3 B"			1	24			1		60	96	0	7	6	3	1	""		1	1	0	0	0	0	1	1	0				700	700		320									50	20									2	"96"		"96"		100	2	100	100	"2 97"	""	300		2018	7	22	1	""			2500	"97"	400	"96"	0			"32"		1	0	"96"	0		"96"	"96"	2	-999		4	4	2		""	2	"1"	"97"		0								0	0	0	0	6	6	760				105	208	101.75	-999	-999	-999	-999	-999	""	880					"3"	"1 6"	""	5		104			0	0	0		0	0	0	3	3	3	1	500			10000	0				0	0	0	1	1	2	4	12													0	0	0	1	1	2	4	12	0	0	0	0	0	0	0	0	0	0	0	0	20				1093						11		9	9							2	9	3	9	13	1273					100		1	300	300	400	700			""	1362								1			1871	"uuid:fd915ccb-8267-4ce3-88d8-338c5d2933fd"	1905090715	"uuid:fd915ccb-8267-4ce3-88d8-338c5d2933fd"
"May 9, 2019 4:39:14 PM"	"May 9, 2019"	"8.68912E+14"	3923		"Mathare"	"7532ac4"	"Number 10"			1	71			1		94	37	0	5	3	3	1	""		1	1	0	0	1	0	1	0	0				980	980		40						50			100										1	"96"		"96"		70	1	50	80	"5"	""	350		2016	7	32	1	""			3000	"96"	0	"15"	300			"7"		1	0	"96"	0		"3"	"96"	2	999		4	4	4		"7"		"1"	"1"		390					5000			2	1	2	4	2	1	897				105	208	1235	3330	2200	999	999	999	""	1713					"3"	"5"	""	5		260			0	0	0		0	0	0	4	5	4	4	0			12000	0				1	1	1	2	2	2	2	2	3	4											1	1	1	2	2	2	2	2	3	4	0	0	0	0	0	0	0	0	0	0	20				1940						11		12	6							8	7	19	7	8	2668					0		0	400	0	500	500			""	3071								1			3692	"uuid:f3f696bc-08f4-4c86-920f-adcb4561e7fc"	1905090715	"uuid:f3f696bc-08f4-4c86-920f-adcb4561e7fc"
"May 9, 2019 4:39:17 PM"	"May 9, 2019"	"8.68912E+14"	4442		"Mathare"	"9663c8d"	"Number 10"			1	71			1		169	37	0	5	3	3	1	""		1	1	0	0	0	0	1	0	0				490	490		40									100										1	"96"		"96"		70	1	50	100	"2"	""	150		2018	12	12	1	""			1800	"12"	500	"17"	600			"6"		1	0	"3"	0		"6"	"96"	2	999		4	2	2		"6"		"6"	"1 6"		0	800	4000						1	1	2	2	4	2	992				105	208	999	999	999	2200	1130	999	""	1828					"6"	"5"	""	3		208			0	0	0		1	0	0	4	5	3	4	0			20000	0				1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4					1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	0	0	0	0	20				2498						13		5	11							7	3	7	4	7	3095					100		0	300	300	400	700			""	3326								1			4440	"uuid:c4641a38-b215-49e3-a41b-32a7335b63c5"	1905090715	"uuid:c4641a38-b215-49e3-a41b-32a7335b63c5"
"May 9, 2019 4:39:18 PM"	"May 9, 2019"	"8.68912E+14"	3254		"Mathare"	"d6d23d2"	"Number 10"			1	39			1		149	3	0	4	2	3	1	""		1	1	0	0	0	0	1	0	0				350	350		50									100										2	"96"	0	"96"		50	1	50	80	"2"	""	400		2018	3	52	1	""			2500	"7"	100	"17 97"	300			"7"		1	0	"96"	0		"96"	"96"	2	999		4	2	2		""	2	"1"	"1"		100								2	2	2	2	2	2	856				105	56	123500	2.714e+09	1.22e+08	6.46e+07	860	6370	""	1597					"3 4"	"5"	""	4		156			0	0	0		0	0	0	5	5	3	3	0			7000	0				2	2	2	2	2	10															2	2	2	2	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1922						9		6	6							2	4	2	5	6	2368					100		1	300	300	400	700			""	2581								2			3252	"uuid:4b419e7d-4523-4530-8162-b7d792a5608e"	1905090715	"uuid:4b419e7d-4523-4530-8162-b7d792a5608e"
"May 9, 2019 4:42:55 PM"	"May 9, 2019"	"dba465a14510b5e"	2789		"Mathare"	"7109287"	"Number 10"			1	27			1		47	41	0	5	3	3	1	""		1	1	0	0	1	0	1	1	0				980	980		140						20			100	30									2	"11"		"11"		70	1	70	80	"3"	""	400		2018	6	24	1	""			2800	"12"	300	"96"	0			"6"		1	1	"3"	0		"2 6"	"96"	2	500		5	4	2		"6"		"6"	"6"		350	600	400		8500				2	1	2	2	4	1	747				105	200	123500	-999	830	0	910	1020	""	1409					"9"	"1"	""	4		260			0	0	0		1	0	0	2	2	1	1	100			10400	0				1	2	2	2	2	2	2	3	4												1	2	2	2	2	2	2	3	4	0	0	0	0	0	0	0	0	0	0	0	20				2074						8		11	7							13	17	18	15	12	2110					200		1	200	600	300	900			""	2349								1			2787	"uuid:f7306237-9f24-44f9-a462-e1996538270f"	1905090715	"uuid:f7306237-9f24-44f9-a462-e1996538270f"
"May 9, 2019 4:42:55 PM"	"May 9, 2019"	"dba465a14510b5e"	2205		"Mathare"	"144ab1e"	"Number 10"			1	87			1		159	44	0	4	2	3	1	""		1	1	0	0	1	0	1	1	0				700	700		140						20			100	40									2	"96"		"96"		100	1	100	100	"4"	""	300		2018	11	16	1	""			5000	"7"	250	"75"	200			"6"		1	1	"3"	0		"5"	"96"	1	1000		2	1	1		"1"		""	"1"		1500	2000	6000						3	0	2	3	4	0	785				105	208	1011.75	2094	1665	15	935	913.75	""	1451					"9"	"7"	""	4		520			0	0	0		0	0	0	4	4	1	1	100			10000	0				0	0	0	3	3	4	5	5													0	0	0	3	3	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	20				1647						9		10	7							15	16	11	10	8	1770					200		0	200	600	300	900			""	1810								1			2204	"uuid:553873af-fbfa-4eb7-8ae0-03f706cd3172"	1905090715	"uuid:553873af-fbfa-4eb7-8ae0-03f706cd3172"
"May 9, 2019 4:42:56 PM"	"May 9, 2019"	"dba465a14510b5e"	2832		"Mathare"	"0b7a749"	"Number 10"			1	25			1		48	3	0	6	4	3	5	""		1	1	0	0	1	0	1	1	0				400	400		280						30			75	50									3	"96"		"96"		100	1	100	100	"4"	""	450		2015	7	8	1	""			3000	"96"	0	"17"	300			"31"		1	0	"96"	0		"3 4"	"2"	2	0		5	4	2		"6"		"6"	"6"		150					800			2	3	2	2	3	0	503				105	208	1011.75	3130	1665	450	935	913.75	""	1293					"6 9"	"1 4 5"	""	5		520			1	1	0		1	1	1	4	4	2	2	0			10400	0				0	0	0	0	0	0	0	0	20												0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20				1605						11		11	15							18	8	12	15	10	2084					200		0	200	600	300	900			""	2271								1			2830	"uuid:0d179c2d-6e86-4955-990d-38d54822f3ba"	1905090715	"uuid:0d179c2d-6e86-4955-990d-38d54822f3ba"
"May 9, 2019 1:55:29 PM"	"May 9, 2019"	"3.56213E+14"	4624		"Mathare"	"8aa788f"	"Mashimoni"			1	598			1		625	35	0	7	6	3	5	"None"		1	1	0	0	0	0	1	0	0				490	490		200									75										2	"96"		"96"		70	1	70	70	"2 6"	"When cooking githeri, sweet potatoes, kienyeji and chapatis "	250		2018	11	24	2	""			0	"7"	200	"96"	0			"6 7"		1	0	"1 3"	0		"5"	"96"	2	0		5	4	2		"6"		"6 97"	"1"		0	2800	15000						2	1	2	2	3	2	2958				105	180	5	0	0	0	0	0	"Could not continue doing more sums and she is finding it difficult with the calculator."	3073					"3 4 9"	"1 5 7"	""	4		156			0	0	0		0	0	0	4	2	4	1	70			12480	0				0	0	1	3	3	3	5	3	1	1											0	0	1	3	3	3	5	3	1	1	0	0	0	0	0	0	0	0	0	0	20				3882						21		15	14							3	8	11	15	11	4282					200		1	200	600	300	900			""	4388								1			4621	"uuid:d58e8723-450b-4498-80a9-37fd1b1e98f1"	1905090715	"uuid:d58e8723-450b-4498-80a9-37fd1b1e98f1"
"May 9, 2019 1:55:34 PM"	"May 9, 2019"	"3.56213E+14"	4170		"Mathare"	"a6ce222"	"Number 10"			1	246			1		341	43	0	4	1	3	1	""		1	0	0	0	0	0	1	0	0				490	490											75										2	"96"		"96"		70	1	70	70	"2"	"The price has been constant."	270		2017	4	8	1	""			2000	"96"	0	"22"	500			"5 8"		1	1	"2"	0		"96"	"96"	2	300		5	2	1		""	97	"1 6"	"1"		6000	3900	6930						6	3	0	0	3	0	2178				105	208	0	0	0	0	0	0	"She is really struggling with the word equations and other sums."	2391					"3 10"	"1 5"	""	5		156			0	0	0		0	0	0	3	3	5	1	70			10920	0				0	0	0	0	4	4	3	5	4												0	0	0	0	4	4	3	5	4	0	0	0	0	0	0	0	0	0	0	0	20				2929						18		12	9							12	18	12	20	21	3525					100		1	300	300	400	700			"None"	3678								1			4005	"uuid:3d2828c3-f0f9-4823-a1b7-7ba3299251fa"	1905090715	"uuid:3d2828c3-f0f9-4823-a1b7-7ba3299251fa"
"May 9, 2019 1:55:36 PM"	"May 9, 2019"	"3.56213E+14"	4068		"Mathare"	"8d21115"	"Number 10"			1	273			1		565	3	0	9	3	3	1	""		1	0	0	0	0	0	1	0	0				1050	1050											0										2	"96"		"96"		50	1	50	50	"6 8"	""	350		2018	3	0	1	""			5500	"96"	0	"75"	500			"97"		1	0	"3"	1		"96"	"96"	2	0		4	4	2		""	97	"6"	"6 97"		0	1600	3000	0					2	5	0	2	3	0	2168				105	208	123.5	0	0	0	0	0	"Could not continue with the maths exercise."	2401					"3 4 9"	"1 4 5"	""	5		156			0	0	0		0	0	0	2	1	2	1	50			20800	0				1	2	2	2	2	3	3	5	0	0	0	0	0	0	0	0	0				1	2	2	2	2	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	20				3242						14		11	10							18	19	14	9	4	3440					150		1	250	450	350	800			"None"	3847								1			4066	"uuid:7b69397f-b4ef-4538-bbea-37381c7bb483"	1905090715	"uuid:7b69397f-b4ef-4538-bbea-37381c7bb483"
"May 9, 2019 4:04:52 PM"	"May 9, 2019"	"3.544E+14"	2221		"Mathare"	"9d8a98d"	"MlangoKubwa V3 B"			1	106			1		143	96	0	6	5	3	1	""		1	1	0	0	1	0	1	1	0				900	300		100						40			150	20									3	"96"		"96"		100	1	90	150	"2 4 6"	""	1000		2018	1	20	1	""			5000	"13"	600	"96"	0			"32 7"		1	1	"1 3"	0		"2 4"	"3 4"	2	-999		5	4	4		"1 6"		"1 6"	"1 6"		-88	2800	2800		1000	7000			2	0	4	0	4	2	1364				-999	-999	-999	-999	-999	-999	-999	-999	""	1407					"4"	"1 5 7"	""	4		156			1	1	0		0	0	0	2	2	2	4	0			20000	0				4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0					4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1881																4	8	12	17	19	1947					200		1	200	600	300	900			""	2117								1			2220	"uuid:5489d077-aa82-4750-9068-5cbdcbf4d134"	1905090715	"uuid:5489d077-aa82-4750-9068-5cbdcbf4d134"
"May 9, 2019 4:04:53 PM"	"May 9, 2019"	"3.544E+14"	2756		"Mathare"	"f64ef39"	"MlangoKubwa V3 B"			1	51			1		85	3	0	6	4	3	1	""		1	1	0	0	1	0	1	1	0				350	50		100						10			65	20									2	"96"		"96"		50	6	50	70	"2 3 4 8"	""	500		2016	98	8	1	""			3500	"9 14"	200	"96"	-888			"32 4 7 8"		1	0	"1 3"	0		"3 4"	"3 4"	2	-999		5	5	4		"6 9 10"		"1 6 9"	"1 6 9"		0	1000	1000			3000			0	0	3	0	5	4	1619				105	208	-999	-999	890	-999	-999	-999	""	1924					"21 3 4"	"1 5 7"	""	4		156			1	0	0		1	0	0	2	2	2	4	0			9000	0				5	4	4	2	2	1	1	1													5	4	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20				2296						3										4	6	13	18	20	2509					200		1	200	600	300	900			""	2584								2			2755	"uuid:f6ec2819-06e8-4849-8e39-7526b8e851db"	1905090715	"uuid:f6ec2819-06e8-4849-8e39-7526b8e851db"
"May 9, 2019 4:04:55 PM"	"May 9, 2019"	"3.544E+14"	1564		"Mathare"	"06937cb"	"MlangoKubwa V3 B"			1	16			1		35	33	0	3	2	3	1	""		1	1	0	0	1	0	1	1	0				700	100		150						20			125	20									2	"96"		"96"		100	1	80	100	"2 3 5 6"	""	250		2018	5	8	1	""			3000	"13"	500	"96"	0			"31 6 7"		1	0	"1 3"	0		"4 6"	"4 6"	2	-999		5	5	5		"5 9"		"1 9"	"1 9 10"		-99	3000	3000			1500			2	0	4	0	4	2	948				-999	-999	-999	-999	-999	-999	-999	-999	""	989					"3 6 9"	"1 4 5 7"	""	4		156			0	0	0		0	0	0	2	2	2	2	0			17500	0				3	3	2	2	2	2	2	1	1	1	1	0	0	0							3	3	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	20				1284																3	5	10	14	19	1331					50		0	350	150	450	600			""	1352								2			1562	"uuid:f129c5fd-5e7e-412b-b781-2fca494b2b4f"	1905090715	"uuid:f129c5fd-5e7e-412b-b781-2fca494b2b4f"
"May 9, 2019 4:04:57 PM"	"May 9, 2019"	"3.544E+14"	2360		"Mathare"	"5e89d4a"	"MlangoKubwa V3 B"			1	101			1		132	3	0	4	1	3	1	""		1	0	0	0	1	0	1	1	0				700	100								40			75	10									2	"9 11"		"9 11"		100	1	80	100	"2 4 6"	""	700		2019	4	12	2	""			3000	"7"	200	"7"	500			"6 7 8"		1	0	"2 3"	0		"2 4 6"	"2 4"	2	-999		5	4	2		"10"		"10"	"10"		-99	700	2000		2000	2000			0	0	4	0	6	2	1429				105	208	-999	-999	-999	-999	-999	-999	""	1705					"3 4 9"	"1 4 7"	""	4		156			1	1	0		0	0	0	4	2	2	4	0			17500	0				4	4	4	3	3	1	1	0	0	0	0	0	0	0							4	4	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1876																4	9	14	16	19	1991					100		1	300	300	400	700			""	2037								4			2358	"uuid:ebe220ec-fe6f-41a0-a21a-843127c7c4c5"	1905090715	"uuid:ebe220ec-fe6f-41a0-a21a-843127c7c4c5"
"May 9, 2019 4:55:51 PM"	"May 9, 2019"	"3.54923E+14"	2602		"Mathare"	"ec7316d"	"MlangoKubwa V3 B"			1	375			1		646	3	0	3	1	3	1	""		1	1	0	0	0	0	0	0	0				300	300		200																			3	"96"		"96"		100	1	100	100	"2"	""	350		2018	3	16	1	""			2500	"19"	500	"7"	500			"7"		1	0	"3"	0		"96"	"96"	2	-999		5	5	4		""	2	"1"	"1"		10	1000	10000						0	0	0	12	0	0	1467				105	208	.999	.999	.999	.999	300	2250	""	2514					"3 6 7"	"1 3"	""	3		104			0	0	0		0	0	0	4	4	3	1	500			5200	0				0	1	2	5	12																0	1	2	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				2182						5		8	4							5	8	11	10	9	2343					10		0	390	30	490	520			""	2376											2600	"uuid:f1f1bbaf-5cb8-4381-ba4b-71eb30fccca1"	1905090715	"uuid:f1f1bbaf-5cb8-4381-ba4b-71eb30fccca1"
"May 9, 2019 4:56:17 PM"	"May 9, 2019"	"3.54923E+14"	2788		"Mathare"	"e3da45d"	"MlangoKubwa V3 B"			1	70			1		209	44	0	4	2	3	1	""		1	1	0	0	0	0	0	0	0				560	560		420																			2	"96"		"96"		80	1	50	80	"2"	""	350		2018	8	0	2	""			2500	"97"	150	"75"	500			"7 8"		1	0	"3"	0		"96"	"96"	2	-999		5	5	5		""	2	"1"	"1"		3	500	2500						0	0	0	0	12	0	883				105	208	1011.75	.999	.999	.999	.999	.999	""	1418					"3"	"1"	""	4		260			1	0	0		0	0	0	4	4	3	4	0			14560	0				1	0	3	5	1	2	1	1	1	1	1	3									1	0	3	5	1	2	1	1	1	1	1	3	0	0	0	0	0	0	0	0	20				1795						14		14	17							13	12	11	9	8	1913					100		0	300	300	400	700			""	2085								2			2751	"uuid:6dc089e7-e507-447f-a987-ea821b58afc1"	1905090715	"uuid:6dc089e7-e507-447f-a987-ea821b58afc1"
"May 9, 2019 4:56:47 PM"	"May 9, 2019"	"3.54923E+14"	4681		"Mathare"	"055fff4"	"MlangoKubwa V3 B"			1	35			1		1992	3	0	4	2	3	1	""		1	0	0	1	0	0	1	0	0				300	300						200					75										3	"9"		"9"		100	1	100	100	"1"	""	400		2017	7	8	1	""			3500	"7"	300	"8"	1000			"6 7"		1	1	"3"	1		"2"	"96"	2	400		5	5	2		"10"		"1"	"1"		2000	2000	22000	15000	40000				3	7	0	2	0	0	2808				105	208	1965	10470	.999	.999	.999	.999	""	3319					"3 7 9"	"1 5 7"	""	3		104			0	0	0		0	0	0	4	3	4	3	0			7800	0				0	0	0	2	10	3	5														0	0	0	2	10	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	20				3599						14		12	9							13	12	13	12	12	3815					100		0	300	300	400	700			""	4184								1			4288	"uuid:6eb081e5-99bb-46a3-bb3f-f0563a6df507"	1905090715	"uuid:6eb081e5-99bb-46a3-bb3f-f0563a6df507"
"May 9, 2019 4:48:47 PM"	"May 9, 2019"	"3.55277E+14"	2384		"Mathare"	"1e18e0c"	"MlangoKubwa V1 A"			1	52			1		196	44	0	2	0	3	1	""		1	0	0	0	0	0	1	0	0				350	350											125										2	"96"		"96"		50	1	30	70	"6"	""	700		2018	5	12	1	""			3000	"96"	0	"71"	-888			"31"		1	0	"96"	0		"96"	"96"	1	-999		4	4	2		""	4	""	"5"		0								3	1	3	0	4	1	963				105	208	1011.75	3900	890	9388.3	935	63750	""	1583					"9"	"1"	""	4		104			0	0	0					3	3	3	2	0			3500	0				5	6	9																		5	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1784						4		19	18							19	15	17	13	19	2107					200		0	200	600	300	900			""	2216											1014	"uuid:dce366b4-ab96-447e-9818-6283992466ae"	1905090715	"uuid:dce366b4-ab96-447e-9818-6283992466ae"
"May 9, 2019 4:48:48 PM"	"May 9, 2019"	"3.55277E+14"	2110		"Mathare"	"3159032"	"MlangoKubwa V1 A"			1	66			1		109	37	0	1	0	3	1	""		1	1	0	0	0	0	1	0	0				600	600		140									150										4	"96"		"96"		200	2	100	200	"96"	""	350		2019	5	104	0	""			2200	"7"	2000	"96"	0			"7"		1	1	"96"	0		"1"	"96"	1	200		4	4	4		"10"		""	"1"		0				200				0	0	8	0	4	0	1030				105	208	61.75	1550	-999	-999	-999	-999	""	1140					"3 4 9"	"1"	""	3		20			0	0	0					5	4	4	2	200			2000	0				4	16																			4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1426						2		2	2							2	6	4	1	7	1663					0		0	400	0	500	500			""	1749								1			2109	"uuid:eabca5f8-1134-44e3-902c-72b629501e41"	1905090715	"uuid:eabca5f8-1134-44e3-902c-72b629501e41"
"May 9, 2019 4:48:48 PM"	"May 9, 2019"	"3.55277E+14"	2252		"Mathare"	"fc202ae"	"MlangoKubwa V1 A"			1	28			1		142	10	0	4	2	3	1	""		1	1	0	0	0	0	1	0	0				600	600		250									75										5	"96"		"96"		100	1	80	100	"96"	""	300		2017	3	8	2	""			2500	"19"	500	"13"	1000			"7"		1	1	"3"	0		"3"	"96"	1	2000		4	4	2		"10"		""	"1"		0	500	900			1000			1	2	5	0	4	0	1027				105	208	175	1220	-999	-999	-999	-999	""	1537					"3 4 6 9"	"1 7"	""	3		52			0	0	0		0	0	0	5	5	5	1	100			2800	0				3	2	15																		3	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				1664						7		13	1							14	13	11	11	7	1927					0		1	400	0	500	500			""	1984								1			2185	"uuid:f1f88be7-e68f-45c0-9d0d-3d8d46edc604"	1905090715	"uuid:f1f88be7-e68f-45c0-9d0d-3d8d46edc604"
"May 9, 2019 4:48:49 PM"	"May 9, 2019"	"3.55277E+14"	1651		"Mathare"	"6689718"	"MlangoKubwa V1 A"			1	43			1		59	34	0	1	0	3	1	""		1	0	0	0	0	0	1	0	0				600	600											75										3	"96"		"96"		150	2	100	150	"2"	""	300		2019	4	52	3	""			3500	"7"	250	"96"	0			"7"		1	1	"96"	0		"1"	"96"	3	3000		4	4	2		"6"		""	"1"		250				3000				0	0	2	0	10	0	294				-999	-999	-999	-999	-999	-999	-999	-999	""	294					"3 8 9"	"1"	""	3		52			0	0	0					4	4	5	1	100			3200	0				0	5	15																		0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20				294								1	3							2	3	6	8	7	294					0		0	400	0	500	500			""	294								2			1647	"uuid:7bffed79-01ee-4cb2-873b-e484dea9d0c6"	1905090715	"uuid:7bffed79-01ee-4cb2-873b-e484dea9d0c6"
"May 9, 2019 2:38:02 PM"	"May 9, 2019"	"3.5757E+14"	2049		"Mathare"	"374d739"	"MlangoKubwa V3 B"			1	30			1		273	42	0	5	4	3	1	""		1	1	0	0	0	0	1	0	0				350	350		50									50										2	"96"		"96"		70	1	50	70	"4"	""	200		2016	4	156	1	""			2200	"7"	200	"96"	0			"6"		1	0	"1"	0		"6"	"6"	2	500		2	2	2		"1 6"		"1 6"	"1 6"		0	800	500						2	0	2	8	0	0	1093				105	208	9506.8	67998	5210	380	380	210	""	1338					"8"	"1 5"	""	5		156			1	1	8		0	0	0	4	4	3	1	0			20000	0				2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1					2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	20				1737						20		17	21							9	9	6	6	4	1893					50		0	350	150	450	600			""	1950								1			2029	"uuid:1ee62741-1623-417c-b483-485f4b6932cc"	1905090715	"uuid:1ee62741-1623-417c-b483-485f4b6932cc"
"May 9, 2019 2:38:02 PM"	"May 9, 2019"	"3.5757E+14"	2437		"Mathare"	"c99a65d"	"Mathare"			1	43			1		53	35	0	1	0	3	1	""		1	1	0	0	1	0	1	1	0				400	400		50						50			50	60									2	"96"		"96"		100	1	50	100	"2 4"	""	350		2016	4	156	1	""			2000	"7"	100	"96"	0			"32 7"		1	0	"96"	0		"3"	"96"	2	1000		4	4	4		"1 3"		"1 3"	"1 2"		0					700			2	2	2	2	2	2	1023				9	11	13	16	20	30	50	60	""	1158					"8"	"1 3 5"	""	5		156			1	1	5					5	4	4	1	0			10000	0				5	2	2	2	3	3	2	1													5	2	2	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	20				1763						1		8	3							1	2	4	7	11	1948					0		0	400	0	500	500			""	1962											2390	"uuid:dba6e3a1-d582-41ba-a077-fdc7ac41b125"	1905090715	"uuid:dba6e3a1-d582-41ba-a077-fdc7ac41b125"
"May 9, 2019 2:38:03 PM"	"May 9, 2019"	"3.5757E+14"	3064		"Mathare"	"ece64f7"	"Mathare"			1	100			1		256	3	0	4	2	3	1	""		1	0	0	0	1	0	1	0	0				400	400								50			100										2	"96"		"96"		100	1	100	100	"2 4"	""	300		2017	6	104	1	""			2500	"19"	700	"19"	600			"6 7"		1	0	"96"	0		"6"	"96"	2	-999		4	4	2		"1 6"		"1 6"	"1 6"		0								1	0	2	1	8	0	1450				105	208	123.5	2094	555	300	860	857.5	""	1979					"3 4 9"	"1 3 5"	""	5		156			1	1	1		0	0	0	3	3	3	2	900			9600	0				5	5	4	1	2	1	1	1													5	5	4	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20				1962						12		10	14							12	16	18	20	21	2768					50		0	350	150	450	600			""	2916								2			3063	"uuid:267e8b4d-5824-4957-9726-7b29d60ed1cc"	1905090715	"uuid:267e8b4d-5824-4957-9726-7b29d60ed1cc"
